Song_ID,Song_Title,Artist,Genre,Mood,Situation,Energy_Level,Release_Year,Link_URL
18,See You Again,Wiz Khalifa ft. Charlie Puth,Hip-hop/Pop,Sad,Relaxing,Medium,2015,https://music.youtube.com/search?q=See+You+Again+Wiz+Khalifa+ft.+Charlie+Puth
19,Girls Like You,Maroon 5 ft. Cardi B,Pop,Happy,Relaxing,Medium,2018,https://music.youtube.com/search?q=Girls+Like+You+Maroon+5+ft.+Cardi+B
20,One Dance,Drake ft. Wizkid & Kyla,Hip-hop/R&B,Upbeat,Dancing,High,2016,https://music.youtube.com/search?q=One+Dance+Drake+ft.+Wizkid+%26+Kyla
21,Closer,The Chainsmokers ft. Halsey,EDM/Pop,Upbeat,Relaxing,Medium,2016,https://music.youtube.com/search?q=Closer+The+Chainsmokers+ft.+Halsey
22,Wrecking Ball,Miley Cyrus,Pop,Sad,Relaxing,Medium,2013,https://music.youtube.com/search?q=Wrecking+Ball+Miley+Cyrus
23,Call Me Maybe,Carly Rae Jepsen,Pop,Happy,Dancing,High,2011,https://music.youtube.com/search?q=Call+Me+Maybe+Carly+Rae+Jepsen
24,Party Rock Anthem,LMFAO ft. Lauren Bennett & GoonRock,EDM/Pop,Energetic,Dancing,High,2011,https://music.youtube.com/search?q=Party+Rock+Anthem+LMFAO+ft.+Lauren+Bennett+%26+GoonRock
25,Radioactive,Imagine Dragons,Rock,Energetic,Working,High,2012,https://music.youtube.com/search?q=Radioactive+Imagine+Dragons
26,Diamonds,Rihanna,Pop,Upbeat,Relaxing,Medium,2012,https://music.youtube.com/search?q=Diamonds+Rihanna
27,All About That Bass,Meghan Trainor,Pop,Happy,Dancing,High,2014,https://music.youtube.com/search?q=All+About+That+Bass+Meghan+Trainor
28,Stressed Out,Twenty One Pilots,Alternative,Upbeat,Studying,Medium,2015,https://music.youtube.com/search?q=Stressed+Out+Twenty+One+Pilots
29,The A Team,Ed Sheeran,Acoustic,Sad,Relaxing,Low,2011,https://music.youtube.com/search?q=The+A+Team+Ed+Sheeran
30,Cheap Thrills,Sia ft. Sean Paul,Pop/Dance,Happy,Dancing,High,2016,https://music.youtube.com/search?q=Cheap+Thrills+Sia+ft.+Sean+Paul
31,Take Me to Church,Hozier,Alternative,Sad,Relaxing,Medium,2013,https://music.youtube.com/search?q=Take+Me+to+Church+Hozier
32,Don't Start Now,Dua Lipa,Pop/Dance,Energetic,Dancing,High,2019,https://music.youtube.com/search?q=Don't+Start+Now+Dua+Lipa
33,Sweet Child o' Mine,Guns N' Roses,Rock,Energetic,Driving,High,1987,https://music.youtube.com/search?q=Sweet+Child+o'+Mine+Guns+N'+Roses
34,Billie Jean,Michael Jackson,Pop/Funk,Upbeat,Dancing,High,1982,https://music.youtube.com/search?q=Billie+Jean+Michael+Jackson
35,My Heart Will Go On,Celine Dion,Ballad,Romantic,Relaxing,Low,1997,https://music.youtube.com/search?q=My+Heart+Will+Go+On+Celine+Dion
36,Livin' on a Prayer,Bon Jovi,Rock,Energetic,Working,High,1986,https://music.youtube.com/search?q=Livin'+on+a+Prayer+Bon+Jovi
37,Sweet Caroline,Neil Diamond,Pop,Happy,Party,High,1969,https://music.youtube.com/search?q=Sweet+Caroline+Neil+Diamond
38,Hey Jude,The Beatles,Pop,Upbeat,Relaxing,Medium,1968,https://music.youtube.com/search?q=Hey+Jude+The+Beatles
39,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Pop,Happy,Dancing,High,1987,https://music.youtube.com/search?q=I+Wanna+Dance+with+Somebody+(Who+Loves+Me)+Whitney+Houston
40,Dancing Queen,ABBA,Pop,Happy,Dancing,High,1976,https://music.youtube.com/search?q=Dancing+Queen+ABBA
41,Say My Name,Destiny's Child,R&B,Upbeat,Dancing,High,1999,https://music.youtube.com/search?q=Say+My+Name+Destiny's+Child
42,Hotline Bling,Drake,Hip-hop/R&B,Upbeat,Relaxing,Medium,2015,https://music.youtube.com/search?q=Hotline+Bling+Drake
43,Lose Yourself,Eminem,Hip-hop,Motivated,Working,High,2002,https://music.youtube.com/search?q=Lose+Yourself+Eminem
44,In Da Club,50 Cent,Hip-hop,Energetic,Party,High,2003,https://music.youtube.com/search?q=In+Da+Club+50+Cent
45,Gold Digger,Kanye West ft. Jamie Foxx,Hip-hop,Energetic,Party,High,2005,https://music.youtube.com/search?q=Gold+Digger+Kanye+West+ft.+Jamie+Foxx
46,Tik Tok,Ke$ha,Pop/Dance,Energetic,Party,High,2009,https://music.youtube.com/search?q=Tik+Tok+Ke$ha
47,Fireflies,Owl City,Synth-pop,Upbeat,Relaxing,Medium,2009,https://music.youtube.com/search?q=Fireflies+Owl+City
48,Baby,Justin Bieber ft. Ludacris,Pop,Happy,Dancing,High,2010,https://music.youtube.com/search?q=Baby+Justin+Bieber+ft.+Ludacris
49,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,Pop/Dance,Energetic,Dancing,High,2011,https://music.youtube.com/search?q=Moves+Like+Jagger+Maroon+5+ft.+Christina+Aguilera
50,We Are Young,fun. ft. Janelle Monáe,Pop,Upbeat,Party,High,2011,https://music.youtube.com/search?q=We+Are+Young+fun.+ft.+Janelle+Monáe
51,Somebody That I Used to Know,Gotye ft. Kimbra,Alternative,Sad,Relaxing,Medium,2011,https://music.youtube.com/search?q=Somebody+That+I+Used+to+Know+Gotye+ft.+Kimbra
52,Gangnam Style,PSY,K-pop,Energetic,Party,High,2012,https://music.youtube.com/search?q=Gangnam+Style+PSY
53,Get Lucky,Daft Punk ft. Pharrell Williams & Nile Rodgers,Disco/Funk,Energetic,Dancing,High,2013,https://music.youtube.com/search?q=Get+Lucky+Daft+Punk+ft.+Pharrell+Williams+%26+Nile+Rodgers
54,Roar,Katy Perry,Pop,Upbeat,Working,High,2013,https://music.youtube.com/search?q=Roar+Katy+Perry
55,Blank Space,Taylor Swift,Pop,Upbeat,Relaxing,Medium,2014,https://music.youtube.com/search?q=Blank+Space+Taylor+Swift
56,Stay With Me,Sam Smith,Pop,Sad,Relaxing,Low,2014,https://music.youtube.com/search?q=Stay+With+Me+Sam+Smith
57,Work,Rihanna ft. Drake,R&B/Dancehall,Upbeat,Dancing,High,2016,https://music.youtube.com/search?q=Work+Rihanna+ft.+Drake
58,Sorry,Justin Bieber,Pop,Upbeat,Dancing,High,2015,https://music.youtube.com/search?q=Sorry+Justin+Bieber
59,Starboy,The Weeknd ft. Daft Punk,R&B/Pop,Upbeat,Driving,High,2016,https://music.youtube.com/search?q=Starboy+The+Weeknd+ft.+Daft+Punk
60,New Rules,Dua Lipa,Pop,Upbeat,Dancing,High,2017,https://music.youtube.com/search?q=New+Rules+Dua+Lipa
61,God's Plan,Drake,Hip-hop,Upbeat,Relaxing,Medium,2018,https://music.youtube.com/search?q=God's+Plan+Drake
62,Shallow,Lady Gaga & Bradley Cooper,Pop/Rock,Sad,Relaxing,Medium,2018,https://music.youtube.com/search?q=Shallow+Lady+Gaga+%26+Bradley+Cooper
63,thank u next,Ariana Grande,Pop,Upbeat,Relaxing,Medium,2018,https://music.youtube.com/search?q=thank+u+next+Ariana+Grande
64,The Box,Roddy Ricch,Hip-hop,Upbeat,Driving,High,2019,https://music.youtube.com/search?q=The+Box+Roddy+Ricch
65,Watermelon Sugar,Harry Styles,Pop,Upbeat,Relaxing,Medium,2019,https://music.youtube.com/search?q=Watermelon+Sugar+Harry+Styles
66,Levitating,Dua Lipa ft. DaBaby,Pop,Energetic,Dancing,High,2020,https://music.youtube.com/search?q=Levitating+Dua+Lipa+ft.+DaBaby
67,Save Your Tears,The Weeknd,Synth-pop,Upbeat,Driving,High,2020,https://music.youtube.com/search?q=Save+Your+Tears+The+Weeknd
68,good 4 u,Olivia Rodrigo,Pop,Energetic,Working,High,2021,https://music.youtube.com/search?q=good+4+u+Olivia+Rodrigo
69,As It Was,Harry Styles,Pop,Upbeat,Relaxing,Medium,2022,https://music.youtube.com/search?q=As+It+Was+Harry+Styles
70,Flowers,Miley Cyrus,Pop,Upbeat,Driving,High,2023,https://music.youtube.com/search?q=Flowers+Miley+Cyrus
71,Kill Bill,SZA,R&B,Sad,Relaxing,Medium,2022,https://music.youtube.com/search?q=Kill+Bill+SZA
72,Calm Down,Rema & Selena Gomez,Afrobeats/Pop,Upbeat,Dancing,High,2022,https://music.youtube.com/search?q=Calm+Down+Rema+%26+Selena+Gomez
73,Anti-Hero,Taylor Swift,Pop,Upbeat,Relaxing,Medium,2022,https://music.youtube.com/search?q=Anti-Hero+Taylor+Swift
74,Unholy,Sam Smith & Kim Petras,Pop,Dark,Dancing,High,2022,https://music.youtube.com/search?q=Unholy+Sam+Smith+%26+Kim+Petras
75,Creepin',Metro Boomin ft. The Weeknd & 21 Savage,R&B/Hip-hop,Dark,Relaxing,Medium,2022,https://music.youtube.com/search?q=Creepin'+Metro+Boomin+ft.+The+Weeknd+%26+21+Savage
76,I Like You (A Happier Song),Post Malone ft. Doja Cat,Pop/Hip-hop,Upbeat,Relaxing,Medium,2022,https://music.youtube.com/search?q=I+Like+You+(A+Happier+Song)+Post+Malone+ft.+Doja+Cat
77,Die For You,The Weeknd,R&B/Pop,Sad,Driving,Medium,2016,https://music.youtube.com/search?q=Die+For+You+The+Weeknd
78,Heat Waves,Glass Animals,Indie Pop,Upbeat,Relaxing,Medium,2020,https://music.youtube.com/search?q=Heat+Waves+Glass+Animals
79,INDUSTRY BABY,Lil Nas X & Jack Harlow,Hip-hop,Energetic,Working,High,2021,https://music.youtube.com/search?q=INDUSTRY+BABY+Lil+Nas+X+%26+Jack+Harlow
80,Bad Habits,Ed Sheeran,Pop,Upbeat,Dancing,High,2021,https://music.youtube.com/search?q=Bad+Habits+Ed+Sheeran
81,Like a Virgin,Madonna,Pop,Upbeat,Dancing,High,1984,https://music.youtube.com/search?q=Like+a+Virgin+Madonna
82,Another One Bites the Dust,Queen,Rock,Energetic,Dancing,High,1980,https://music.youtube.com/search?q=Another+One+Bites+the+Dust+Queen
83,Stayin' Alive,Bee Gees,Disco,Energetic,Dancing,High,1977,https://music.youtube.com/search?q=Stayin'+Alive+Bee+Gees
84,Hotel California,Eagles,Rock,Relaxing,Driving,Medium,1976,https://music.youtube.com/search?q=Hotel+California+Eagles
85,Bohemian Rhapsody,Queen,Rock,Epic,Relaxing,High,1975,https://music.youtube.com/search?q=Bohemian+Rhapsody+Queen
86,Let It Be,The Beatles,Pop,Relaxed,Relaxing,Low,1970,https://music.youtube.com/search?q=Let+It+Be+The+Beatles
87,Comfortably Numb,Pink Floyd,Rock,Relaxing,Sleeping,Low,1979,https://music.youtube.com/search?q=Comfortably+Numb+Pink+Floyd
88,Don't Stop Believin',Journey,Rock,Energetic,Working,High,1981,https://music.youtube.com/search?q=Don't+Stop+Believin'+Journey
89,Every Breath You Take,The Police,Pop,Romantic,Relaxing,Low,1983,https://music.youtube.com/search?q=Every+Breath+You+Take+The+Police
90,Take My Breath Away,Berlin,Pop,Romantic,Driving,Medium,1986,https://music.youtube.com/search?q=Take+My+Breath+Away+Berlin
91,With or Without You,U2,Rock,Upbeat,Driving,Medium,1987,https://music.youtube.com/search?q=With+or+Without+You+U2
92,I Want to Break Free,Queen,Rock,Happy,Party,High,1984,https://music.youtube.com/search?q=I+Want+to+Break+Free+Queen
93,Like a Prayer,Madonna,Pop,Upbeat,Dancing,High,1989,https://music.youtube.com/search?q=Like+a+Prayer+Madonna
94,Purple Rain,Prince,Rock/Pop,Sad,Relaxing,Medium,1984,https://music.youtube.com/search?q=Purple+Rain+Prince
95,When Doves Cry,Prince,Pop,Upbeat,Dancing,High,1984,https://music.youtube.com/search?q=When+Doves+Cry+Prince
96,Material Girl,Madonna,Pop,Happy,Dancing,High,1984,https://music.youtube.com/search?q=Material+Girl+Madonna
97,Walk This Way,Run-DMC ft. Aerosmith,Hip-hop/Rock,Energetic,Working,High,1986,https://music.youtube.com/search?q=Walk+This+Way+Run-DMC+ft.+Aerosmith
98,Girls Just Want to Have Fun,Cyndi Lauper,Pop,Happy,Dancing,High,1983,https://music.youtube.com/search?q=Girls+Just+Want+to+Have+Fun+Cyndi+Lauper
99,Thriller,Michael Jackson,Pop/Funk,Upbeat,Dancing,High,1982,https://music.youtube.com/search?q=Thriller+Michael+Jackson
100,Beat It,Michael Jackson,Pop/Rock,Energetic,Working,High,1982,https://music.youtube.com/search?q=Beat+It+Michael+Jackson
101,I Will Survive,Gloria Gaynor,Disco,Upbeat,Dancing,High,1978,https://music.youtube.com/search?q=I+Will+Survive+Gloria+Gaynor
102,Respect,Aretha Franklin,Soul,Upbeat,Driving,High,1967,https://music.youtube.com/search?q=Respect+Aretha+Franklin
103,What's Going On,Marvin Gaye,Soul,Relaxed,Relaxing,Low,1971,https://music.youtube.com/search?q=What's+Going+On+Marvin+Gaye
104,Johnny B. Goode,Chuck Berry,Rock and Roll,Energetic,Driving,High,1958,https://music.youtube.com/search?q=Johnny+B.+Goode+Chuck+Berry
105,Hound Dog,Elvis Presley,Rock and Roll,Energetic,Dancing,High,1956,https://music.youtube.com/search?q=Hound+Dog+Elvis+Presley
106,Like a Rolling Stone,Bob Dylan,Rock,Upbeat,Driving,Medium,1965,https://music.youtube.com/search?q=Like+a+Rolling+Stone+Bob+Dylan
107,Yesterday,The Beatles,Pop,Relaxed,Relaxing,Low,1965,https://music.youtube.com/search?q=Yesterday+The+Beatles
108,Here Comes the Sun,The Beatles,Pop,Happy,Relaxing,Medium,1969,https://music.youtube.com/search?q=Here+Comes+the+Sun+The+Beatles
109,Stairway to Heaven,Led Zeppelin,Rock,Epic,Relaxing,High,1971,https://music.youtube.com/search?q=Stairway+to+Heaven+Led+Zeppelin
110,Imagine,John Lennon,Pop,Relaxed,Relaxing,Low,1971,https://music.youtube.com/search?q=Imagine+John+Lennon
111,Superstition,Stevie Wonder,Funk,Energetic,Dancing,High,1972,https://music.youtube.com/search?q=Superstition+Stevie+Wonder
112,Crazy Little Thing Called Love,Queen,Rock,Happy,Dancing,High,1979,https://music.youtube.com/search?q=Crazy+Little+Thing+Called+Love+Queen
113,Wake Me Up Before You Go-Go,Wham!,Pop,Happy,Dancing,High,1984,https://music.youtube.com/search?q=Wake+Me+Up+Before+You+Go-Go+Wham!
114,Take on Me,a-ha,Synth-pop,Upbeat,Driving,High,1985,https://music.youtube.com/search?q=Take+on+Me+a-ha
115,The Final Countdown,Europe,Rock,Energetic,Driving,High,1986,https://music.youtube.com/search?q=The+Final+Countdown+Europe
116,Sweet Dreams (Are Made of This),Eurythmics,Synth-pop,Dark,Dancing,High,1983,https://music.youtube.com/search?q=Sweet+Dreams+(Are+Made+of+This)+Eurythmics
117,Time After Time,Cyndi Lauper,Pop,Romantic,Relaxing,Low,1983,https://music.youtube.com/search?q=Time+After+Time+Cyndi+Lauper
118,Every Rose Has Its Thorn,Poison,Rock,Sad,Relaxing,Low,1988,https://music.youtube.com/search?q=Every+Rose+Has+Its+Thorn+Poison
119,November Rain,Guns N' Roses,Rock,Epic,Relaxing,High,1991,https://music.youtube.com/search?q=November+Rain+Guns+N'+Roses
120,Smells Like Teen Spirit,Nirvana,Grunge,Energetic,Working,High,1991,https://music.youtube.com/search?q=Smells+Like+Teen+Spirit+Nirvana
121,One,U2,Rock,Upbeat,Relaxing,Medium,1991,https://music.youtube.com/search?q=One+U2
122,Enter Sandman,Metallica,Heavy Metal,Energetic,Working,High,1991,https://music.youtube.com/search?q=Enter+Sandman+Metallica
123,I Will Always Love You,Whitney Houston,Ballad,Romantic,Relaxing,Low,1992,https://music.youtube.com/search?q=I+Will+Always+Love+You+Whitney+Houston
124,Wonderwall,Oasis,Rock,Upbeat,Studying,Medium,1995,https://music.youtube.com/search?q=Wonderwall+Oasis
125,Waterfalls,TLC,R&B,Upbeat,Relaxing,Medium,1994,https://music.youtube.com/search?q=Waterfalls+TLC
126,...Baby One More Time,Britney Spears,Pop,Happy,Dancing,High,1998,https://music.youtube.com/search?q=.Baby+One+More+Time+Britney+Spears
127,No Scrubs,TLC,R&B,Upbeat,Dancing,High,1999,https://music.youtube.com/search?q=No+Scrubs+TLC
128,I Want It That Way,Backstreet Boys,Pop,Romantic,Relaxing,Medium,1999,https://music.youtube.com/search?q=I+Want+It+That+Way+Backstreet+Boys
129,Smooth,Santana ft. Rob Thomas,Latin Rock,Upbeat,Dancing,High,1999,https://music.youtube.com/search?q=Smooth+Santana+ft.+Rob+Thomas
130,Crazy in Love,Beyoncé ft. Jay-Z,R&B/Hip-hop,Energetic,Dancing,High,2003,https://music.youtube.com/search?q=Crazy+in+Love+Beyoncé+ft.+Jay-Z
131,Hey Ya!,Outkast,Hip-hop/Pop,Energetic,Dancing,High,2003,https://music.youtube.com/search?q=Hey+Ya!+Outkast
132,Since U Been Gone,Kelly Clarkson,Pop/Rock,Energetic,Working,High,2004,https://music.youtube.com/search?q=Since+U+Been+Gone+Kelly+Clarkson
133,Hips Don't Lie,Shakira ft. Wyclef Jean,Latin Pop,Energetic,Dancing,High,2006,https://music.youtube.com/search?q=Hips+Don't+Lie+Shakira+ft.+Wyclef+Jean
134,Rehab,Amy Winehouse,R&B/Soul,Sad,Relaxing,Medium,2006,https://music.youtube.com/search?q=Rehab+Amy+Winehouse
135,Umbrella,Rihanna ft. Jay-Z,R&B/Pop,Upbeat,Driving,High,2007,https://music.youtube.com/search?q=Umbrella+Rihanna+ft.+Jay-Z
136,Single Ladies (Put a Ring on It),Beyoncé,R&B/Pop,Energetic,Dancing,High,2008,https://music.youtube.com/search?q=Single+Ladies+(Put+a+Ring+on+It)+Beyoncé
137,Poker Face,Lady Gaga,Synth-pop,Energetic,Dancing,High,2008,https://music.youtube.com/search?q=Poker+Face+Lady+Gaga
138,Em của ngày hôm qua,Sơn Tùng M-TP,Pop,Happy,Dancing,High,2014,https://music.youtube.com/search?q=Em+của+ngày+hôm+qua+Sơn+Tùng+M-TP
139,Nơi này có anh,Sơn Tùng M-TP,Pop,Happy,Relaxing,Medium,2017,https://music.youtube.com/search?q=Nơi+này+có+anh+Sơn+Tùng+M-TP
140,Bông hồng thuỷ tinh,Bằng Kiều,Ballad,Sad,Relaxing,Low,1996,https://music.youtube.com/search?q=Bông+hồng+thuỷ+tinh+Bằng+Kiều
141,Cơn mưa ngang qua,Sơn Tùng M-TP,Pop,Sad,Driving,Medium,2012,https://music.youtube.com/search?q=Cơn+mưa+ngang+qua+Sơn+Tùng+M-TP
142,Vợ người ta,Phan Mạnh Quỳnh,Pop,Sad,Working,Medium,2015,https://music.youtube.com/search?q=Vợ+người+ta+Phan+Mạnh+Quỳnh
143,Anh không đòi quà,Only C,Pop,Happy,Dancing,High,2013,https://music.youtube.com/search?q=Anh+không+đòi+quà+Only+C
144,Nếu em là người yêu,Noo Phước Thịnh,Pop,Happy,Driving,Medium,2011,https://music.youtube.com/search?q=Nếu+em+là+người+yêu+Noo+Phước+Thịnh
145,Tìm lại bầu trời,Tuấn Hưng,Ballad,Sad,Relaxing,Low,2009,https://music.youtube.com/search?q=Tìm+lại+bầu+trời+Tuấn+Hưng
146,Hà Nội mùa vắng những cơn mưa,Hồng Nhung,Pop,Calm,Relaxing,Low,1996,https://music.youtube.com/search?q=Hà+Nội+mùa+vắng+những+cơn+mưa+Hồng+Nhung
147,Đôi mắt,Wanbi Tuấn Anh,Pop,Happy,Relaxing,Medium,2009,https://music.youtube.com/search?q=Đôi+mắt+Wanbi+Tuấn+Anh
148,Chắc ai đó sẽ về,Sơn Tùng M-TP,Pop,Sad,Relaxing,Medium,2014,https://music.youtube.com/search?q=Chắc+ai+đó+sẽ+về+Sơn+Tùng+M-TP
149,Tình thôi xót xa,Lam Trường,Pop,Sad,Driving,Low,1999,https://music.youtube.com/search?q=Tình+thôi+xót+xa+Lam+Trường
150,Yêu là tha thu,Only C,Pop,Happy,Dancing,High,2016,https://music.youtube.com/search?q=Yêu+là+tha+thu+Only+C
151,Nắng ấm xa dần,Sơn Tùng M-TP,Pop,Sad,Working,Medium,2013,https://music.youtube.com/search?q=Nắng+ấm+xa+dần+Sơn+Tùng+M-TP
152,Phía sau một cô gái,Soobin Hoàng Sơn,Pop,Sad,Relaxing,Low,2016,https://music.youtube.com/search?q=Phía+sau+một+cô+gái+Soobin+Hoàng+Sơn
153,Giấc mơ trưa,Thùy Chi,Pop,Calm,Sleeping,Low,2008,https://music.youtube.com/search?q=Giấc+mơ+trưa+Thùy+Chi
154,Tóc ngắn,Mỹ Linh,Pop,Happy,Exercising,High,1998,https://music.youtube.com/search?q=Tóc+ngắn+Mỹ+Linh
155,Đường một chiều,Huỳnh Tú,Pop,Sad,Driving,Medium,2013,https://music.youtube.com/search?q=Đường+một+chiều+Huỳnh+Tú
156,Mưa trên cuộc tình,Bằng Kiều,Ballad,Sad,Relaxing,Low,2006,https://music.youtube.com/search?q=Mưa+trên+cuộc+tình+Bằng+Kiều
157,Sau tất cả,Erik,Pop,Happy,Relaxing,Medium,2016,https://music.youtube.com/search?q=Sau+tất+cả+Erik
158,Tháng tư là lời nói dối của em,Hà Anh Tuấn,Ballad,Sad,Relaxing,Low,2017,https://music.youtube.com/search?q=Tháng+tư+là+lời+nói+dối+của+em+Hà+Anh+Tuấn
159,Mong manh tình về,Đan Trường,Pop,Sad,Driving,Medium,2001,https://music.youtube.com/search?q=Mong+manh+tình+về+Đan+Trường
160,Gửi cho anh,Khởi My,Pop,Happy,Exercising,High,2012,https://music.youtube.com/search?q=Gửi+cho+anh+Khởi+My
161,Lặng thầm,Bùi Anh Tuấn,Ballad,Sad,Relaxing,Low,2012,https://music.youtube.com/search?q=Lặng+thầm+Bùi+Anh+Tuấn
162,Anh sẽ tốt mà,Phạm Hồng Phước,Pop,Sad,Relaxing,Low,2013,https://music.youtube.com/search?q=Anh+sẽ+tốt+mà+Phạm+Hồng+Phước
163,Nắm lấy tay anh,Tuấn Hưng,Ballad,Happy,Driving,Medium,2014,https://music.youtube.com/search?q=Nắm+lấy+tay+anh+Tuấn+Hưng
164,Chuyện như chưa bắt đầu,Mỹ Tâm,Pop,Sad,Working,Medium,2012,https://music.youtube.com/search?q=Chuyện+như+chưa+bắt+đầu+Mỹ+Tâm
165,Vết mưa,Vũ Cát Tường,Pop,Sad,Relaxing,Low,2014,https://music.youtube.com/search?q=Vết+mưa+Vũ+Cát+Tường
166,Cả một trời thương nhớ,Hồ Ngọc Hà,Pop,Sad,Relaxing,Low,2017,https://music.youtube.com/search?q=Cả+một+trời+thương+nhớ+Hồ+Ngọc+Hà
167,Em gái mưa,Hương Tràm,Pop,Sad,Driving,Medium,2017,https://music.youtube.com/search?q=Em+gái+mưa+Hương+Tràm
168,Yêu mình anh,Thu Minh,Pop,Happy,Exercising,High,2008,https://music.youtube.com/search?q=Yêu+mình+anh+Thu+Minh
169,Xa em,Noo Phước Thịnh,Pop,Sad,Relaxing,Low,2010,https://music.youtube.com/search?q=Xa+em+Noo+Phước+Thịnh
170,Người lạ ơi,Karik & Orange,Pop,Sad,Relaxing,Medium,2018,https://music.youtube.com/search?q=Người+lạ+ơi+Karik+Orange
171,Có em chờ,Min,Pop,Happy,Relaxing,Medium,2016,https://music.youtube.com/search?q=Có+em+chờ+Min
172,Có chàng trai viết lên cây,Phan Mạnh Quỳnh,Pop,Happy,Relaxing,Medium,2018,https://music.youtube.com/search?q=Có+chàng+trai+viết+lên+cây+Phan+Mạnh+Quỳnh
173,Hai cô tiên,Ngô Kiến Huy,Pop,Happy,Exercising,High,2014,https://music.youtube.com/search?q=Hai+cô+tiên+Ngô+Kiến+Huy
174,Hát cho người nghe,Đinh Mạnh Ninh,Pop,Calm,Relaxing,Low,2011,https://music.youtube.com/search?q=Hát+cho+người+nghe+Đinh+Mạnh+Ninh
175,Đếm ngày xa em,Only C,Pop,Sad,Working,Medium,2015,https://music.youtube.com/search?q=Đếm+ngày+xa+em+Only+C
176,Thật bất ngờ,Trúc Nhân,Pop,Happy,Dancing,High,2015,https://music.youtube.com/search?q=Thật+bất+ngờ+Trúc+Nhân
